id,trait,nIV,method,mean_F,min_F,b,se,OR,OR_L,OR_U,p,FDR
ebi-a-GCST90001678,CD28- CD25++ CD8+ T cell Absolute Count,1,Wald,32.953047241665,32.953047241665,-0.311623669380088,0.118420788979336,0.732257047130443,0.580579569981391,0.923560543285019,0.00850102124836916,0.323025590291125
ebi-a-GCST90001482,Resting CD4 regulatory T cell %CD4+ T cell,5,IVW,84.3767579505045,36.8880493482949,-0.0555400296327894,0.0211102635421126,0.945974155914434,0.907632111366302,0.98593592321336,0.00851467783304448,0.323025590291125
ebi-a-GCST90001833,CD62L on CD62L+ Dendritic Cell,2,IVW,43.11866737297,42.8247748562565,0.186489715857668,0.0733058980480604,1.20501222950469,1.04373972798549,1.39120360595881,0.0109593176548759,0.391312106853508
ebi-a-GCST90001986,CD14 on CD14+ CD16- monocyte,1,Wald,54.8963615939771,54.8963615939771,-0.194318795831725,0.0777124662292551,0.82339536741198,0.707063196919598,0.958867515703273,0.0124023656674789,0.397318272814757
ebi-a-GCST90001460,Plasmacytoid Dendritic Cell Absolute Count,2,IVW,52.8106294706121,51.2951600738575,0.176597691283933,0.0706530308967003,1.19315098151762,1.03885355143711,1.37036569083977,0.012436651043625,0.397318272814757
ebi-a-GCST90001511,CD25++ CD45RA- CD4 not regulatory T cell %CD4+ T cell,3,IVW,70.5310191790487,31.2667834419794,0.0798515901046137,0.0330274666706964,1.08312630908395,1.01523260672942,1.15556040423994,0.0156175394808932,0.473992323245108
ebi-a-GCST90001592,CD8+ T cell Absolute Count,1,Wald,44.1476021622694,44.1476021622694,0.224561738208797,0.0950084790673026,1.25177399124647,1.03908978087626,1.50799108411954,0.0180984972700535,0.477642949692281
ebi-a-GCST90001607,CD8+ T cell %leukocyte,1,Wald,37.2215727153884,37.2215727153884,0.235284841754581,0.0995452526374237,1.26526911888491,1.04099412560402,1.53786261019955,0.0180984972700535,0.477642949692281
ebi-a-GCST90001684,CD127- CD8+ T cell Absolute Count,1,Wald,37.7143279371766,37.7143279371766,0.222439895013123,0.0941107611548556,1.24912073900869,1.03871337012648,1.50214935659452,0.0180984972700535,0.477642949692281
ebi-a-GCST90001481,Resting CD4 regulatory T cell %CD4 regulatory T cell,11,IVW,70.3079395889459,30.8052241625275,-0.0367483287633049,0.0163445439713299,0.963918695435228,0.933528641202576,0.995298066283891,0.0245535949394417,0.488325790437876
ebi-a-GCST90001869,CD3 on resting CD4 regulatory T cell,5,IVW,40.8341452447504,30.0943303447032,0.0700711651367806,0.0315723879108779,1.07258450916154,1.00822290874709,1.14105474028849,0.0264607994808398,0.488325790437876
ebi-a-GCST90001714,BAFF-R on IgD- CD38dim B cell,1,Wald,41.5138866219303,41.5138866219303,0.226958596894767,0.102399654974123,1.25477791516272,1.02660297919898,1.53366749199247,0.0266641186256189,0.488325790437876
ebi-a-GCST90001807,CD27 on Plasma Blast-Plasma Cell,1,Wald,33.0591583564273,33.0591583564273,0.265957547169811,0.119995283018868,1.30467967016675,1.0312449817291,1.6506155878619,0.026664118625619,0.488325790437876
